Country Name,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
China,Electric power consumption (kWh per capita),510.6198549,548.9537531,604.6936831,662.6370456,727.1073597,770.2802412,821.0808591,852.7406865,870.6172223,913.963448,993.4304575,1077.138027,1195.538113,1380.291059,1586.866501,1783.867702,2041.965035,2330.259469,2457.541775,2632.663041,2943.589954,3298.003913,3474.98362,3762.076942
Colombia,Forest area (% of land area),58,58,58,57,57,57,57,56,56,56,56,55,55,55,55,54,54,54,53,53,53,53,53,53
Colombia,CO2 emissions,52613.30155,54198.10948,56057.12493,59106.71006,58637.33121,61514.4128,60669.20098,65703.54071,67352.6459,58899.04634,61355.52255,60998.49499,58626.87905,58150.69481,58335.58241,60569.40996,59420.10696,61108.4524,61642.17359,65033.79228,64376.6814,71658.84376,69905.92554,72600.33808
Colombia,Electric power consumption (kWh per capita),841.8641426,842.2886768,753.8243191,846.1902514,883.9726133,895.3853402,887.801637,895.8632059,874.4443189,810.6877073,829.398921,850.4251723,858.6206269,862.5183434,898.3442318,895.8168017,947.1266189,974.385216,974.2178797,1049.976004,1077.984475,1121.395937,1149.953698,1177.106432
Comoros,Forest area (% of land area),26,26,26,26,25,25,25,25,25,24,24,24,24,23,23,23,22,22,22,21,21,21,21,20
Comoros,CO2 emissions,45.02533383,47.22812959,46.06651627,45.36596051,48.40441473,53.54966265,54.90789089,61.79873818,57.19032073,58.58923321,60.89424769,67.40323759,67.50007704,68.31915827,70.4677829,69.97101709,73.86591179,83.86533104,88.46678316,87.06197528,94.20542096,98.24127803,100.7933976,103.5270981
Comoros,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Congo,Forest area (% of land area),67,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,65
Congo,CO2 emissions,2155.505049,2166.143051,2138.250697,2121.910712,2024.81452,2394.936716,2957.886485,3027.766548,3600.080272,3673.003514,4022.114547,3920.7264,2562.700232,3202.732891,3266.620285,3895.943021,4344.921515,3843.856949,4029.021469,4478.308209,4851.312527,4481.024465,4120.510301,4834.00421
Congo,Electric power consumption (kWh per capita),171.8020823,182.8478139,175.7520258,159.2217273,143.3981745,150.6645593,153.7964658,128.7566492,110.7344334,69.59174055,96.1640823,105.845598,117.2906354,117.3622959,108.4219854,121.3216004,130.666552,130.7975827,141.6729567,151.8685143,147.3164066,148.8951953,222.1087829,233.9376115
Costa Rica,Forest area (% of land area),50,50,49,49,49,48,48,48,47,47,47,47,47,48,48,49,49,50,50,51,51,52,52,53
Costa Rica,CO2 emissions,2888.833557,3135.774219,4224.231482,4246.687555,4938.743554,4947.116329,4632.828387,4606.017627,5120.197254,5102.380715,5067.222338,5478.362536,5550.937623,6013.58724,6229.725859,6592.327138,6825.376646,7624.41988,7553.323045,7277.871734,7212.10734,7438.805159,7560.773635,7875.329446
Costa Rica,Electric power consumption (kWh per capita),1080.105452,1131.105593,1417.974663,1345.403554,1279.741436,1293.960993,1262.256609,1373.167967,1326.124412,1449.051309,1521.099492,1499.69976,1572.895111,1658.761455,1694.753739,1736.410691,1838.335124,1900.690359,1903.372521,1858.403511,1901.315939,1898.712028,1956.963981,1954.558792
Croatia,Forest area (% of land area),33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
Croatia,CO2 emissions,25070.32939,17809.52186,16382.73495,16814.88684,16156.67387,16667.07,16580.12108,18374.15363,19546.05321,19719.54946,19215.39726,20334.5221,21155.68432,22515.22524,22519.23078,22695.00293,22887.9185,24598.62963,23278.68386,21673.3215,20735.48362,20623.23633,20354.43146,20150.64457
Croatia,Electric power consumption (kWh per capita),2964.644351,2712.416851,2280.536913,2199.353448,2204.086022,2290.426215,2438.807299,2588.8014,2649.633415,2753.623188,2855.851785,2898.648649,3092.342342,3157.657658,3325.523767,3475.911751,3635.810811,3737.601443,3877.995033,3711.607698,3813.679311,3900.601361,3819.280253,3754.268698
Cuba,Forest area (% of land area),19,20,20,20,21,21,21,22,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,30
Cuba,CO2 emissions,36946.86792,28483.76378,22749.80285,20803.09226,22303.87195,23633.98808,25614.85261,28013.19714,27545.30504,28319.28909,28702.54474,27668.7007,26409.69228,25638.57513,25191.00157,26040.11739,26524.55133,27445.91121,25950.76707,33314.37527,30692.2085,29304.64727,29841.19795,32870.92688
Cuba,Electric power consumption (kWh per capita),1214.033306,1049.7369,904.5457827,839.5418371,897.2274676,917.8393493,973.0386152,1039.232008,1045.110653,1080.907316,1138.908212,1159.21916,1186.727393,1194.934888,1176.35232,1155.131865,1225.698988,1298.648011,1317.155465,1326.406456,1293.67067,1322.286169,1368.818222,1425.477921
Cyprus,Forest area (% of land area),17,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Cyprus,CO2 emissions,4523.69517,5080.371099,5340.226246,5516.895085,5705.90144,5592.656243,5885.188272,5965.558539,6426.919733,6664.677643,7001.513564,6849.844632,7038.01586,7779.743869,7707.401088,7857.343634,7898.831377,8250.992149,8420.371995,8225.92896,7936.698642,7653.754747,7243.779136,6106.560981
Cyprus,Electric power consumption (kWh per capita),2430.176452,2481.044209,2837.658931,3004.345309,3057.935941,2784.697956,2817.075601,2868.424096,3100.083697,3179.933678,3373.310562,3450.922638,3692.277547,3900.215398,3925.865329,4080.04757,4226.871686,4379.891632,4573.773688,4608.954173,4622.695787,4270.83296,4055.598896,3594.790707
Czech Republic,Forest area (% of land area),34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
Czech Republic,CO2 emissions,171898.4398,155772.4933,144936.4188,141736.2514,135381.0392,135872.8377,136878.1829,133544.6214,127801.0513,120639.6057,132099.3548,131793.8058,125296.5582,129053.0727,130758.3575,127283.3031,129494.1574,130657.8509,125599.3576,116798.1847,121353.3745,119866.6597,117826.5133,113428.8231
Czech Republic,Electric power consumption (kWh per capita),5600.407612,5256.302082,5077.660185,5032.403649,5186.969442,5470.670661,5729.386255,5660.060028,5604.80954,5493.85153,5703.816739,5892.172595,5894.233119,6074.849142,6230.398228,6357.421095,6528.53015,6518.217413,6489.126257,6139.35206,6348.424398,6298.727678,6304.571923,6284.790806
Democratic Republic of Congo,Forest area (% of land area),71,71,70,70,70,70,70,70,70,70,69,69,69,69,69,69,69,68,68,68,68,68,68,68
Democratic Republic of Congo,CO2 emissions,3319.338708,2795.964601,2529.087613,2383.565323,3177.2405,3159.48797,3254.671878,3261.268822,3268.443894,3092.216189,2576.475583,2506.687894,2625.030191,3048.139142,2310.040419,2591.199585,2655.773484,2898.544006,2984.563985,2921.880146,3039.643287,3474.703715,3688.680789,4435.724908
Democratic Republic of Congo,Electric power consumption (kWh per capita),129.5667414,124.1007481,113.8582148,101.2846129,99.94115529,107.3165366,103.2354706,93.83202658,91.76754031,93.78425407,94.67484882,93.57112573,87.79431967,88.19021437,86.16427311,87.37815196,99.40124474,102.8162923,98.91718845,104.4559459,102.4739458,105.9080321,104.7500141,110.043903
Denmark,Forest area (% of land area),13,13,13,13,13,13,13,14,14,14,14,14,14,13,13,13,13,13,14,14,14,14,14,14
Denmark,CO2 emissions,53019.23676,63601.36207,57884.46777,60180.21837,64158.3924,60900.47237,74262.21028,64426.21649,60458.75772,57434.20038,53297.3315,54894.81015,54460.14348,59914.65362,54347.3144,50855.70587,58761.05096,53984.70649,50729.59821,48492.17167,48215.64921,43081.00123,41748.01719,43645.30504
Denmark,Electric power consumption (kWh per capita),5944.828367,6217.335513,6236.258477,6306.869562,6539.535706,6424.537292,6646.685948,6607.201412,6504.256329,6508.513381,6482.488628,6490.092993,6533.752014,6602.63638,6615.569959,6659.000427,6824.745939,6668.390266,6534.12385,6219.701092,6327.506456,6165.97362,6036.585061,6039.610097
Djibouti,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,CO2 emissions,805.329562,961.3593372,796.8624058,775.6076182,475.8195619,508.4275369,513.2270308,553.8055284,605.0363172,608.6810867,742.1754493,819.5411054,823.7466967,875.6324982,896.7713845,959.1478725,1045.552641,1120.572187,1180.184638,1204.006522,1276.548799,1336.67002,1342.114671,1432.17063
Djibouti,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Dominica,Forest area (% of land area),67,66,66,66,65,65,65,64,64,63,63,63,62,62,62,61,61,61,60,60,60,59,59,58
Dominica,CO2 emissions,78.45768271,78.91750126,78.04472887,79.69781379,87.9897592,91.36439194,93.04104885,96.27883096,111.8782408,118.164671,122.0792021,130.8802879,126.2968126,128.137355,136.5582346,132.0784447,137.0975502,141.3420443,138.6871099,142.4299407,150.397222,156.6368318,157.6952676,162.5318787
Dominica,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Dominican Republic,Forest area (% of land area),23,24,24,25,26,27,28,28,29,30,31,31,32,33,34,34,35,36,36,37,38,38,39,40
Dominican Republic,CO2 emissions,8013.425126,8392.9958,9743.654792,9624.80895,11250.95478,11961.78475,12868.48751,14643.9875,16539.47059,18023.87203,18537.72988,18246.17873,19854.12944,19585.44746,19482.05768,19280.25876,21062.0472,21080.78903,21903.2551,20273.47578,20672.97155,22250.22044,22891.42957,22633.31159
Dominican Republic,Electric power consumption (kWh per capita),388.521372,398.3279509,540.265441,508.4436461,526.3733559,497.0592036,633.4447362,636.9837155,674.7525275,661.2793085,730.7340286,1042.988104,835.1178845,1347.382328,1112.710462,1215.904841,1308.458466,1335.3905,1352.255712,1299.891674,1366.136919,1397.507166,1455.43551,1516.523807
East Timor,Forest area (% of land area),65,64,63,63,62,61,60,60,59,58,57,57,56,55,54,54,53,52,51,51,50,49,48,48
East Timor,CO2 emissions,62.55270372,64.2958164,58.665802,56.5699064,67.21034599,79.44780783,73.7413971,64.9428601,114.6615629,201.0178035,269.3412047,176.0048219,160.4684724,164.2525197,381.2720487,229.3687032,232.5141016,190.1909371,209.0985219,257.3470591,277.8694204,319.8489036,533.9649545,508.6365412
East Timor,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ecuador,Forest area (% of land area),53,53,52,52,52,51,51,51,56,56,55,55,55,54,54,54,53,53,53,52,52,52,51,51
Ecuador,CO2 emissions,16554.92605,16639.09348,16999.29823,16594.26388,17271.5502,18697.51854,20820.00188,22004.669,20623.43793,18478.36394,19498.60299,20428.29565,22560.01425,22792.61265,23085.64615,26854.74739,29117.82105,30984.94159,30882.74466,34506.15252,36225.55135,37912.88082,37984.28413,40833.96485
Ecuador,Electric power consumption (kWh per capita),481.3034928,509.5121034,522.9938902,517.8427935,550.4410495,552.8567792,613.1734723,656.1849816,688.5134661,637.0027288,637.521384,649.9774795,692.2399965,720.1119673,829.1113497,799.7680709,868.158846,958.9257779,1083.986268,1111.201111,1143.779865,1217.345928,1281.559647,1333.157784
Egypt,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,CO2 emissions,90269.8803,91662.61619,94275.26079,95220.39007,91858.02671,97130.22204,104826.9366,111083.349,116276.6305,122318.1196,120984.656,133699.9013,137019.1732,140977.4148,153423.1395,171802.4735,180714.7661,192950.5971,198846.6788,204071.9749,210109.345,221507.0396,228317.8378,219686.3414
Egypt,Electric power consumption (kWh per capita),674.6602801,691.1270389,695.2409539,711.6978528,724.8398299,744.1395368,803.5143422,843.9404875,889.0422539,947.5081809,984.0651714,1036.940475,1087.72251,1155.816525,1199.588543,1271.754874,1343.768742,1436.074098,1482.85326,1550.487471,1589.87591,1700.740231,1700.449057,1697.470204
El Salvador,Forest area (% of land area),18,18,18,18,17,17,17,17,16,16,16,16,16,15,15,15,15,14,14,14,14,14,13,13
El Salvador,CO2 emissions,2583.385924,3296.434669,3712.279044,4028.851339,4674.370908,5106.560681,4550.262189,5574.748097,5841.240336,5781.035477,5764.2805,6162.984594,6191.101106,6537.811724,6581.786504,6850.20364,7246.180927,7644.492698,6893.716055,6913.410182,6676.452286,6889.010002,7078.78952,7206.113969
El Salvador,Electric power consumption (kWh per capita),353.5740683,372.2581431,386.6737931,439.962108,476.4823231,509.0590138,520.434358,561.1088664,576.7009671,595.7760672,623.0389158,635.443368,677.1869538,704.4653477,701.5928368,768.7643576,832.3340409,899.7038962,873.8884238,865.251883,877.7296149,857.1134138,879.5775788,914.9960162
Equatorial Guinea,Forest area (% of land area),66,66,65,65,65,64,64,63,63,63,62,62,61,61,60,60,60,59,59,58,58,58,57,57
Equatorial Guinea,CO2 emissions,69.49456037,79.22492486,72.19129247,74.59391915,1054.786397,1120.229639,1199.857112,1622.490856,1961.840047,2124.387044,2207.896606,2964.379056,2392.620495,2666.570122,2970.09243,3012.114961,2961.534107,3043.260582,2862.546195,2556.962243,2651.074216,2795.776825,2232.078888,2215.808503
Equatorial Guinea,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Eritrea,Forest area (% of land area),-1,-1,-1,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15
Eritrea,CO2 emissions,47.795464,48.301826,464.5065985,654.1610844,738.1266155,804.4393092,885.4258595,839.750532,635.904826,675.62015,666.569591,731.239905,717.682428,695.598051,687.835107,605.322015,528.325571,517.249028,450.425461,470.806189,500.92345,586.029678,622.8140955,622.6362943
Eritrea,Electric power consumption (kWh per capita),-1,-1,38.91645207,40.62446145,44.79217859,46.77482819,52.76965763,56.73781486,48.84294655,51.31710002,48.65414709,53.07788824,57.01416802,59.31155827,57.81117542,57.73902106,53.89783572,55.60221855,53.77015436,56.60111604,57.99989082,60.33947112,-1,-1
Estonia,Forest area (% of land area),52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Estonia,CO2 emissions,36996.7221,33148.90467,24060.92254,18307.99539,18580.81158,16901.37164,17754.9229,17415.68194,16756.06805,15490.20701,15270.21795,15828.40005,15217.79879,17147.37743,17516.20474,17768.53112,16080.39028,20636.60315,19085.60978,15509.97904,18541.17097,20229.58328,27131.97741,29255.26185
Estonia,Electric power consumption (kWh per capita),5755.894502,5617.063576,4933.823237,4049.853828,4354.830108,4244.644078,4556.391169,4811.598138,4733.954908,4491.460358,4540.492561,4680.447946,4767.462935,5158.602778,5429.525522,5531.545829,5869.424789,6277.411463,6364.56783,5975.953811,6506.318181,6314.414448,6689.367776,6664.658569
Ethiopia,Forest area (% of land area),15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12
Ethiopia,CO2 emissions,2396.698209,2419.75673,1614.581489,2075.114671,2387.684599,2703.29937,3054.215047,3179.698138,3377.15492,3322.93181,3707.56904,4592.65153,4728.55065,5093.71344,5494.91865,5306.25343,5667.45458,6163.91132,6616.21113,6618.89696,6289.77524,6863.79847,7809.94566,9364.643573
Ethiopia,Electric power consumption (kWh per capita),22.51488615,21.85397779,21.64612229,23.28062575,23.58826364,24.00535623,24.42599173,23.86142415,23.72920121,22.92790563,22.68088923,26.4792685,26.13964223,28.52319042,30.66827006,33.41668752,37.36552713,39.46003638,40.91256666,42.12088615,48.34299116,52.71609995,57.54344631,64.61617032
Fiji,Forest area (% of land area),52,52,52,53,53,53,53,53,53,54,54,54,54,54,54,55,55,54,54,54,54,55,55,55
Fiji,CO2 emissions,580.767858,532.1161632,473.9292676,499.9103778,546.7790854,594.8306554,645.4465162,500.4550685,513.4920927,535.8638355,530.5306051,555.1617629,639.1942173,764.4881729,837.0792906,883.0735739,942.9013426,933.4469577,1011.922935,1033.149226,1172.574427,1260.119814,1294.9926,1389.54657
Fiji,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Finland,Forest area (% of land area),72,72,72,72,73,73,73,73,73,74,74,73,73,73,73,73,73,73,73,73,73,73,73,73
Finland,CO2 emissions,56626.47639,57344.65023,54617.07595,55912.5441,64378.75119,62028.70759,67795.65795,65628.14584,61768.74355,61059.78953,60226.95962,65838.4783,68182.7945,76531.69435,72747.7838,60248.74366,72095.70238,69526.74515,61351.66832,58902.60003,67309.62632,59516.78902,57947.51873,58477.48298
Finland,Electric power consumption (kWh per capita),12485.68365,12470.73043,12514.10157,13012.66943,13603.27636,13591.39667,13721.92376,14454.93873,14846.42082,15075.86719,15303.86428,15709.305,16138.14411,16442.88697,16774.88805,16115.98415,17212.94852,17161.24128,16349.79794,15241.61194,16482.60267,15707.26199,15687.19153,15509.73235
France,Forest area (% of land area),26,27,27,27,27,27,27,27,28,28,28,28,28,29,29,29,29,29,30,30,30,30,30,31
France,CO2 emissions,381610.9525,404963.1947,393983.1273,374390.0306,368316.2865,377799.1278,391737.71,383345.6252,409665.0199,403610.41,397933.6277,406144.4433,401328.4036,406532.8716,406381.6331,410066.2034,399751.8522,394215.6465,391485.8029,370957.0195,380776.91,352559.8042,351478.6725,355663.7365
France,Electric power consumption (kWh per capita),5940.750613,6359.774172,6475.788028,6453.00066,6530.411669,6621.941859,6905.164984,6833.136982,7015.501254,7149.29728,7225.019732,7342.256556,7299.31318,7529.598738,7661.506884,7655.538622,7543.046538,7519.06208,7646.21478,7340.669124,7737.017526,7233.684103,7364.400648,7373.981154
French Polynesia,Forest area (% of land area),15,16,18,19,20,22,23,25,26,27,29,30,31,33,34,36,37,38,40,41,42,42,42,42
French Polynesia,CO2 emissions,447.6853108,426.5521016,397.855232,410.0822403,279.648883,339.7553149,359.0673502,368.3626121,418.4540643,421.5415416,447.4951422,487.1585371,489.7030507,577.2570578,620.3442338,639.3921594,593.0311315,580.7385878,598.6707213,611.2290119,680.9718517,736.0772932,756.7521689,806.7767982
French Polynesia,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Gabon,Forest area (% of land area),85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,87,88
Gabon,CO2 emissions,5537.196731,4469.800194,4507.782233,4617.847293,4580.41927,5147.9781,5745.053862,5509.271652,6288.451103,5946.954854,5893.392181,6112.210549,5866.211816,6631.513747,5980.445765,5814.768989,5221.079268,4761.843735,5050.476882,5073.260824,5146.695948,4741.736567,4634.774397,4809.302285
Gabon,Electric power consumption (kWh per capita),916.7577649,904.6748691,883.9356638,865.848716,765.1434644,770.399715,847.6256168,855.0161824,916.3644795,900.6896139,877.7570992,908.4165387,935.4696585,948.3397605,929.1114667,933.3876237,967.4076598,1000.068013,1018.496466,989.7653487,1023.388779,1045.458753,1094.522491,1167.630401
Gambia,Forest area (% of land area),44,44,44,44,44,45,45,45,45,45,46,46,46,46,46,47,47,47,47,47,47,48,48,48
Gambia,CO2 emissions,96.95580111,110.6328169,107.8331219,110.5448641,113.9256281,120.1165626,121.5497508,139.5600826,131.9931144,136.8870007,146.7440606,160.7512135,158.39103,167.9133081,170.5135003,173.0099315,181.4622048,196.4784431,206.204821,204.6293218,221.1710608,230.5096572,236.1950332,242.6200031
Gambia,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Georgia,Forest area (% of land area),40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41
Georgia,CO2 emissions,34493.1777,26477.37459,20788.84633,16642.37088,10711.58922,8417.438316,6665.997969,5847.011199,5231.92204,4840.39969,5141.084214,3731.667356,3248.931136,3517.266134,3852.936116,4748.022472,5224.852901,6125.112791,5393.58664,6129.322094,5647.465934,6950.934405,7006.316621,7068.093492
Georgia,Electric power consumption (kWh per capita),3039.150354,2696.705887,2125.166718,1936.836961,1978.15534,1468.314322,1119.776435,1278.135758,1435.384307,1460.078608,1452.821221,1449.252234,1509.754418,1607.765636,1678.680801,1784.9642,1659.816248,1730.524253,1796.774194,1757.667169,1976.821192,2219.096774,2271.372549,2459.745763
Germany,Forest area (% of land area),32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
Germany,CO2 emissions,1020144.996,992264.6429,938564.0129,928482.0749,917136.2536,911171.8024,938053.906,905064.6083,898471.0024,864763.1863,862627.0449,879101.2304,864158.7259,856223.388,863310.0334,830597.2235,844434.7826,817319.1241,828291.6493,768283.9236,811860.5683,793891.068,801677.0876,815811.7966
Germany,Electric power consumption (kWh per capita),6639.731691,6564.797195,6445.874,6288.41635,6244.957228,6327.709754,6403.333726,6427.798768,6479.490249,6505.132999,6635.421406,6762.653396,6900.780527,7009.726492,7108.962524,7138.221485,7212.437448,7229.089913,7187.764009,6817.158398,7264.322591,7145.72895,7270.152523,7019.014692
Ghana,Forest area (% of land area),38,38,38,38,38,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,41,41,41
Ghana,CO2 emissions,3132.329322,2912.24893,3432.292672,3533.915261,3770.722927,4044.534956,4391.854582,4592.774686,6265.888581,6838.662906,6089.280672,6450.715623,7778.829499,7125.278913,6691.924313,7187.103474,8606.89682,8952.826838,8077.880879,9798.904201,11298.22744,12447.25137,13511.66944,14436.08491
Ghana,Electric power consumption (kWh per capita),326.764769,339.698842,355.0392925,340.2852185,340.7113529,354.8119559,367.9842304,394.2833637,276.1978042,362.8614785,334.0240108,340.0055272,313.0656628,222.6994243,221.3959142,247.5979585,298.9264114,245.9601347,266.3532434,265.1269987,282.7566088,320.9579011,348.2541198,382.3129048
Gibraltar,Forest area (% of land area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,CO2 emissions,143.3818,205.684398,240.490058,243.585976,287.733568,284.531018,287.643136,297.065165,315.717048,328.2349418,340.678613,350.026333,356.308369,362.516586,393.746032,409.406654,424.962633,421.760062,431.048049,471.6557655,477.938098,459.212079,465.510485,495.1845117
Gibraltar,Electric power consumption (kWh per capita),2757.798234,3231.317783,3550.952469,3683.783983,3781.898293,3848.268279,3921.712359,3963.884607,4115.982507,4259.53806,4423.969873,4423.495286,4479.805039,4595.263344,4600.264864,4848.69326,4959.744539,5038.629493,5350.792648,5557.93074,5596.772094,5343.290308,5445.513025,5769.230769
Greece,Forest area (% of land area),26,26,26,26,27,27,27,27,27,28,28,28,28,29,29,29,29,30,30,30,30,31,31,31
Greece,CO2 emissions,78118.16894,78109.11886,80244.22913,79783.86287,81362.46232,84467.69268,84313.94701,85338.67594,88750.13608,88999.09847,96132.91131,98245.5492,98251.74716,102003.9584,101720.9396,103909.6593,102574.7657,106201.5239,102121.4408,96234.73607,89187.89095,86108.97423,83454.23302,74926.5101
Greece,Electric power consumption (kWh per capita),3221.40532,3253.220687,3398.383758,3459.422977,3598.523798,3708.997588,3832.66722,3989.116107,4175.734566,4316.32629,4586.32987,4719.147217,4909.639698,5091.292424,5200.024354,5297.200025,5434.576469,5701.330854,5805.192546,5627.883706,5333.439556,5389.333122,5534.897159,5028.995794
Grenada,Forest area (% of land area),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Grenada,CO2 emissions,144.9550023,145.383167,144.6465903,148.440456,171.7498708,164.9441893,181.0734872,205.0224454,204.7116079,215.4802544,427.8652149,398.9737752,403.8397734,397.6592923,388.4175398,402.2594396,421.7450603,433.1303948,404.8676642,426.5502105,507.2439958,469.6188885,471.2421657,485.7070492
Grenada,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Guatemala,Forest area (% of land area),44,44,43,43,42,42,41,41,40,40,39,39,38,38,37,37,36,36,36,35,35,34,34,34
Guatemala,CO2 emissions,3887.224356,4108.050014,4819.029221,5319.315964,5764.74615,6711.753999,6499.302223,6922.246262,8612.255462,8579.334188,9589.692833,10097.9812,10647.23036,10505.31159,11139.69356,11666.07378,11880.42966,12638.89462,11427.44853,12035.91259,11774.1241,11731.12197,11898.79348,13549.54173
Guatemala,Electric power consumption (kWh per capita),202.7614206,208.6307938,258.8596267,245.0288604,268.1452453,297.0835988,260.0755727,240.8987815,314.5423817,362.4390438,329.3790734,356.4413477,361.1412062,448.1702802,479.5106832,477.4906218,529.353469,539.6579369,526.7714524,533.984074,538.206593,530.9888579,529.2554851,555.038869
Guinea,Forest area (% of land area),30,29,29,29,29,29,29,29,28,28,28,28,28,28,28,27,27,27,27,27,27,26,26,26
Guinea,CO2 emissions,1115.024914,1155.646177,1031.396128,1060.72278,1064.291527,1221.22833,1224.46365,1268.559498,1215.57639,1346.784958,1356.835157,1413.643676,1420.776826,1516.32815,1521.324612,1372.547119,1394.105524,1496.058616,1713.566715,1633.075468,1735.395542,1850.665728,1867.813812,1936.755398
Guinea,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Guinea-Bissau,Forest area (% of land area),79,78,78,78,77,77,77,76,76,76,75,75,75,74,74,74,73,73,73,72,72,72,71,71
Guinea-Bissau,CO2 emissions,149.5962636,170.4439643,158.4960575,162.170091,142.8310423,153.1495174,157.0231776,173.8243592,165.065919,168.3245386,184.1847513,194.9365709,198.7596485,210.6881184,214.4898768,217.0549903,229.8013022,249.192695,261.1268115,259.8118709,278.75399,290.8958268,296.2136456,304.2789152
Guinea-Bissau,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Guyana,Forest area (% of land area),85,85,85,85,85,85,85,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
Guyana,CO2 emissions,1655.095036,1753.726263,1864.146211,1884.393116,1912.184732,1841.947922,1922.435901,2122.674465,2283.900098,2474.513044,2531.1107,2648.151387,2580.446854,2545.243521,2502.330005,2427.703207,2364.940148,2478.324683,2391.611296,2478.210185,2704.696728,2717.29649,2728.047745,2811.85178
Guyana,Electric power consumption (kWh per capita),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Haiti,Forest area (% of land area),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Haiti,CO2 emissions,1131.135951,1104.611123,1028.039309,867.6797454,403.473862,1116.291567,1269.504335,1486.14869,1510.589859,1563.238393,1592.28628,1713.992002,1964.764119,1877.126837,2124.950251,2215.44578,2257.155541,2402.25906,2484.69039,2504.1562,2172.17668,2262.472043,2134.747936,2221.600169
Haiti,Electric power consumption (kWh per capita),58.31205202,44.59237393,39.93516154,28.28421198,18.50184321,29.92401602,33.51935109,41.66690294,36.56845494,38.78922412,35.4419044,34.85737925,30.3347954,28.51873575,28.07269336,37.02740535,37.40908503,25.32186497,23.59576842,35.72533026,24.40093456,31.14868668,50.6374487,48.50809333
